"cohort","avg_prob","avg_prob_incorrect","ratio"
"nh_white",0.766603700383834,0.233396299616166,3.2845580741621
"nh_black",0.238335613593093,0.761664386406907,0.312914215035604
"asian",0.508605693187109,0.491394306812891,1.03502561209113
"hispanic",0.776801931012221,0.223198068987779,3.48032549983555
"other",0.0622078432640243,0.937792156735976,0.066334360782608
