"cohort","avg_prob","avg_prob_incorrect","ratio"
"nh_white",0.889097140967422,0.110902859032578,8.01690009367787
"nh_black",0.49690478248836,0.50309521751164,0.987695301390661
"asian",NA,NA,NA
"hispanic",0.752919571360031,0.247080428639969,3.04726511729158
"other",NA,NA,NA
