"cohort","avg_prob","avg_prob_incorrect","ratio"
"nh_white",0.822771659502566,0.177228340497434,4.64243843390543
"nh_black",0.45829299489602,0.541707005103981,0.846016371540276
"asian",NA,NA,NA
"hispanic",0.803778535624184,0.196221464375816,4.09628242343934
"other",NA,NA,NA
